Company,Model,Engine Type,Engine Capacity,HorsePower,Top Speed (km/h),0-100 km/h (s),Price ($),Fuel Type,Seats,Torque (Nm),Transmission,Drive,Year,Fuel Efficiency (L/100km)
Mercedes,i8,Electric,3.0L,611,278,10.4,89779,Diesel,7,402,Dual Clutch,RWD,2021,7.2
Hyundai,Mustang,Hybrid,1.5L,825,313,4.4,155668,Diesel,7,537,Manual,AWD,2023,14.0
Audi,Civic,Electric,4.0L,343,168,11.0,87534,Hybrid,4,825,Automatic,AWD,2015,13.5
Suzuki,Defender,Petrol,100 kWh,1025,282,6.9,287273,Petrol,7,1155,Manual,RWD,2023,17.0
Ford,Passat,Hybrid,1.2L,669,181,8.9,212118,Hybrid,7,285,Manual,RWD,2017,6.0
Toyota,E-Class,Hybrid,3.0L,450,347,7.2,288740,Petrol,4,1297,Dual Clutch,AWD,2020,14.9
Volvo,Defender,Petrol,1.2L,548,331,3.4,80355,Hybrid,7,772,Dual Clutch,FWD,2022,3.5
Volkswagen,A6,Petrol,1.5L,84,299,5.3,27974,Diesel,5,1373,Single Speed,RWD,2017,14.8
Audi,F-Type,Petrol,1.5L,585,203,11.8,212745,Hybrid,2,1100,Manual,AWD,2018,19.3
Jaguar,CX-5,Petrol,4.0L,260,382,11.6,266366,Electric,7,378,Dual Clutch,AWD,2021,6.0
Ford,Focus,Petrol,4.0L,690,397,5.5,89442,Electric,5,782,Manual,RWD,2021,8.3
Geely,E-Class,Hybrid,82 kWh,223,291,12.0,167890,Hybrid,7,1125,Single Speed,FWD,2018,12.9
Honda,Leaf,Hybrid,100 kWh,341,354,10.5,70598,Petrol,2,1317,Manual,AWD,2023,15.5
Suzuki,CX-5,Electric,1.5L,212,305,8.3,148726,Petrol,4,1289,Automatic,RWD,2017,8.9
Ford,Mustang,Electric,3.0L,1162,170,2.9,48758,Diesel,2,1110,Single Speed,AWD,2022,14.3
Peugeot,Taycan,Diesel,1.2L,316,371,11.1,142309,Diesel,7,1024,Single Speed,AWD,2022,18.3
Toyota,Q7,Electric,2.0L,857,168,7.8,181000,Petrol,2,1233,Manual,AWD,2018,15.4
Jaguar,Civic,Electric,4.0L,148,334,10.8,199681,Hybrid,2,479,Manual,AWD,2021,15.1
Volkswagen,Ioniq 6,Petrol,2.0L,692,395,10.4,45552,Diesel,4,934,Dual Clutch,FWD,2018,9.5
Mercedes,CX-5,Petrol,3.0L,594,226,10.4,162278,Petrol,7,1098,Automatic,RWD,2015,18.5
Peugeot,Tiguan,Electric,4.0L,841,288,9.1,49831,Petrol,2,384,Single Speed,RWD,2015,7.7
Porsche,Mustang,Diesel,2.0L,1007,388,5.3,58563,Hybrid,2,520,Single Speed,RWD,2015,6.5
Mazda,Civic,Petrol,100 kWh,1188,337,5.7,33361,Electric,4,212,Single Speed,RWD,2016,9.2
Hyundai,X5,Electric,3.0L,686,183,5.4,89469,Petrol,5,1117,Dual Clutch,RWD,2020,14.1
Ford,Corolla,Electric,1.2L,1101,167,2.7,40816,Diesel,7,327,Automatic,FWD,2024,17.6
Geely,F-Type,Hybrid,100 kWh,136,156,8.0,272422,Hybrid,5,1594,Single Speed,AWD,2019,5.2
Audi,Tiguan,Diesel,3.0L,260,266,9.1,161691,Hybrid,5,627,Single Speed,AWD,2016,16.8
Peugeot,Sportage,Hybrid,82 kWh,837,307,10.6,249295,Hybrid,4,595,Dual Clutch,RWD,2022,16.8
Volvo,E-Class,Diesel,4.0L,590,383,3.8,107479,Electric,4,130,Manual,AWD,2023,13.0
BMW,RX 500h,Petrol,1.5L,1059,215,7.7,41819,Electric,7,261,Single Speed,AWD,2021,15.9
Volvo,Civic,Diesel,1.2L,336,370,2.6,23798,Diesel,5,804,Automatic,AWD,2023,6.1
Honda,Model S,Electric,100 kWh,554,343,3.4,171215,Diesel,2,821,Automatic,RWD,2018,5.9
Mazda,Model S,Electric,100 kWh,445,387,3.0,258942,Hybrid,5,1501,Automatic,RWD,2021,17.7
Jaguar,Civic,Diesel,2.0L,722,353,9.4,245259,Diesel,4,545,Automatic,FWD,2019,11.5
BMW,Taycan,Diesel,4.0L,618,354,3.3,144544,Petrol,2,843,Dual Clutch,RWD,2019,7.2
Lexus,Tiguan,Diesel,1.5L,1167,297,9.3,167254,Electric,2,526,Single Speed,FWD,2017,14.7
Ford,F-Type,Hybrid,3.0L,142,208,4.9,268800,Hybrid,4,603,Dual Clutch,RWD,2023,18.2
Hyundai,Taycan,Diesel,1.5L,377,224,10.8,24415,Hybrid,2,820,Automatic,AWD,2024,13.7
Volkswagen,CX-5,Petrol,4.0L,268,208,10.2,102638,Petrol,5,783,Automatic,FWD,2019,8.9
Audi,Model S,Hybrid,4.0L,641,238,11.6,33452,Petrol,4,681,Automatic,FWD,2020,11.2
Porsche,Defender,Hybrid,82 kWh,860,355,10.9,210457,Petrol,7,1157,Dual Clutch,FWD,2017,15.8
Volkswagen,Model X,Diesel,82 kWh,248,300,11.4,125205,Petrol,4,835,Automatic,RWD,2024,4.1
Tesla,Camry,Petrol,1.5L,266,233,10.7,33170,Hybrid,7,790,Single Speed,FWD,2021,6.7
BMW,Tiguan,Hybrid,3.0L,804,313,9.1,31259,Electric,7,857,Automatic,RWD,2023,10.9
Ford,Model X,Electric,1.5L,158,304,4.1,299243,Electric,4,853,Single Speed,FWD,2023,13.3
Renault,Tiguan,Hybrid,4.0L,868,254,5.1,155721,Petrol,4,1546,Single Speed,RWD,2024,8.8
Suzuki,X5,Diesel,4.0L,857,359,4.5,144394,Diesel,7,1591,Automatic,FWD,2024,8.1
Chevrolet,Defender,Petrol,2.0L,817,170,8.2,187109,Hybrid,7,123,Dual Clutch,AWD,2019,3.7
Hyundai,Tiguan,Diesel,82 kWh,278,150,7.3,288949,Electric,2,1339,Manual,AWD,2021,3.6
Land Rover,F-Type,Electric,2.0L,562,269,10.7,269599,Petrol,4,154,Manual,FWD,2017,7.7
Chevrolet,Civic,Electric,1.2L,734,244,11.6,58147,Diesel,4,1149,Single Speed,RWD,2020,12.0
Mazda,Civic,Electric,4.0L,1106,166,6.3,89280,Diesel,2,1404,Dual Clutch,RWD,2022,12.5
Toyota,Sportage,Diesel,2.0L,940,366,7.3,192125,Petrol,4,903,Manual,RWD,2022,11.4
Porsche,Mustang,Hybrid,1.5L,801,141,11.7,112841,Hybrid,2,426,Automatic,AWD,2016,10.0
Mercedes,Q7,Diesel,82 kWh,1199,240,5.1,139726,Electric,2,1069,Automatic,AWD,2020,7.3
Toyota,RX 500h,Petrol,82 kWh,767,160,10.0,91215,Diesel,4,285,Single Speed,AWD,2021,9.8
Volvo,Model S,Hybrid,3.0L,1192,197,4.6,127909,Electric,5,594,Dual Clutch,RWD,2021,5.4
BMW,Elantra,Electric,1.5L,663,319,9.0,288129,Electric,7,1135,Dual Clutch,RWD,2017,5.0
Hyundai,RX 500h,Diesel,3.0L,955,159,4.9,289535,Diesel,4,533,Manual,RWD,2023,8.1
Nissan,Model S,Electric,2.0L,921,394,10.9,19861,Petrol,5,307,Manual,FWD,2016,19.9
Honda,Camry,Electric,100 kWh,394,177,7.8,276968,Diesel,2,232,Automatic,FWD,2017,8.6
Nissan,E-Class,Petrol,1.2L,1048,287,4.3,198000,Diesel,5,1462,Single Speed,FWD,2016,18.9
Volkswagen,Camry,Hybrid,1.5L,1025,164,4.6,264072,Hybrid,4,1319,Dual Clutch,AWD,2023,9.7
Jaguar,Q7,Petrol,1.5L,963,260,7.2,239402,Electric,4,1385,Manual,AWD,2018,10.5
Suzuki,Focus,Petrol,1.5L,213,165,11.6,57923,Petrol,5,1405,Manual,RWD,2016,16.6
Ford,Q7,Petrol,3.0L,453,308,9.8,201968,Electric,4,468,Single Speed,FWD,2017,4.6
Land Rover,Tiguan,Electric,2.0L,285,364,7.1,180912,Diesel,7,1226,Single Speed,RWD,2018,6.1
Tesla,F-Type,Petrol,1.5L,393,140,5.7,188327,Petrol,5,1306,Automatic,FWD,2024,19.6
Honda,Taycan,Petrol,100 kWh,1108,152,7.7,143165,Petrol,2,522,Single Speed,FWD,2020,11.6
Hyundai,Mustang,Hybrid,1.5L,286,187,9.6,245314,Petrol,5,1132,Automatic,RWD,2019,3.8
Mazda,Passat,Hybrid,82 kWh,1020,233,9.9,159013,Petrol,5,343,Automatic,RWD,2017,3.8
Renault,Model S,Petrol,1.2L,252,344,5.6,16669,Hybrid,5,881,Single Speed,FWD,2024,18.4
Lexus,i8,Hybrid,82 kWh,339,324,9.4,231854,Petrol,5,723,Single Speed,FWD,2022,17.8
BYD,Chiron,Hybrid,82 kWh,1014,314,8.7,70786,Diesel,2,666,Single Speed,AWD,2022,10.8
Suzuki,Chiron,Petrol,1.2L,939,208,11.6,197155,Hybrid,2,1516,Single Speed,RWD,2021,5.8
Volkswagen,A6,Electric,100 kWh,536,243,11.3,35323,Diesel,2,626,Single Speed,RWD,2017,17.1
Nissan,Chiron,Petrol,2.0L,374,385,10.0,245502,Diesel,5,136,Automatic,RWD,2015,8.5
Toyota,Model S,Hybrid,82 kWh,180,300,9.4,272249,Electric,7,277,Manual,RWD,2019,10.1
Mazda,CX-5,Electric,2.0L,1083,339,5.1,21021,Petrol,7,738,Dual Clutch,FWD,2015,14.6
Tesla,Model S,Diesel,82 kWh,301,355,10.5,128415,Petrol,2,951,Dual Clutch,AWD,2020,9.0
Tesla,Passat,Electric,4.0L,664,351,6.6,285855,Diesel,7,171,Automatic,RWD,2021,13.7
BMW,Taycan,Hybrid,1.2L,242,155,5.1,22904,Petrol,7,451,Automatic,FWD,2019,18.0
Mercedes,Ioniq 6,Electric,82 kWh,1042,344,6.1,79033,Hybrid,7,722,Manual,FWD,2018,16.6
Geely,E-Class,Petrol,4.0L,1100,178,10.4,246659,Electric,7,1272,Single Speed,FWD,2016,9.5
Mercedes,Sportage,Diesel,3.0L,615,228,3.9,135035,Petrol,7,204,Automatic,FWD,2019,7.9
Volkswagen,i8,Diesel,4.0L,617,395,6.8,235859,Petrol,4,320,Dual Clutch,FWD,2023,7.9
Nissan,Chiron,Diesel,1.5L,587,393,7.2,201168,Hybrid,2,962,Single Speed,RWD,2018,8.9
Hyundai,Sportage,Hybrid,82 kWh,983,355,2.8,236666,Electric,5,1497,Automatic,RWD,2016,11.4
Lexus,Civic,Hybrid,4.0L,284,311,4.4,246853,Hybrid,7,617,Single Speed,AWD,2020,10.1
Tesla,RX 500h,Diesel,2.0L,203,276,10.4,280237,Diesel,4,1383,Dual Clutch,RWD,2022,5.3
BYD,Sportage,Electric,3.0L,354,317,10.4,208708,Diesel,5,398,Single Speed,FWD,2016,5.8
Hyundai,Tiguan,Diesel,100 kWh,755,216,5.3,204878,Petrol,4,960,Automatic,AWD,2023,8.8
Hyundai,Chiron,Electric,82 kWh,400,327,10.8,155466,Electric,7,141,Automatic,FWD,2021,12.6
Peugeot,Corolla,Electric,1.5L,963,154,9.8,139501,Diesel,7,870,Dual Clutch,FWD,2016,13.1
Lexus,X5,Hybrid,100 kWh,968,353,6.5,275228,Hybrid,7,996,Manual,RWD,2019,11.3
Audi,X5,Electric,4.0L,1168,347,9.6,107510,Diesel,7,591,Manual,FWD,2019,15.6
Porsche,Model X,Diesel,100 kWh,147,308,11.6,108708,Diesel,5,1562,Single Speed,RWD,2021,15.5
Chevrolet,Camry,Hybrid,100 kWh,1016,285,6.9,112819,Hybrid,5,1170,Automatic,FWD,2019,10.3
Renault,Camry,Petrol,3.0L,757,143,4.8,250603,Petrol,4,184,Automatic,AWD,2020,5.1
Mercedes,Corolla,Petrol,100 kWh,90,229,11.4,51303,Electric,2,1181,Dual Clutch,FWD,2023,12.0
Mercedes,Elantra,Hybrid,100 kWh,635,199,8.2,42453,Petrol,7,1090,Dual Clutch,RWD,2017,9.5
Kia,Leaf,Diesel,82 kWh,896,155,3.5,214521,Hybrid,4,810,Automatic,FWD,2017,5.3
Mercedes,A6,Petrol,3.0L,248,366,7.9,171837,Diesel,4,308,Dual Clutch,RWD,2022,19.7
Lexus,Corolla,Petrol,1.5L,1152,168,7.3,237787,Electric,4,1371,Manual,RWD,2024,9.3
Peugeot,F-Type,Electric,4.0L,974,290,10.6,53057,Petrol,7,1334,Manual,AWD,2020,13.6
Ford,F-Type,Electric,3.0L,738,384,7.5,204060,Hybrid,7,138,Single Speed,RWD,2024,11.3
BMW,Camry,Diesel,3.0L,260,218,4.9,109655,Diesel,4,1375,Dual Clutch,AWD,2017,5.4
Land Rover,Mustang,Hybrid,1.2L,777,292,8.9,292169,Diesel,7,1025,Single Speed,AWD,2016,3.9
Jaguar,Corolla,Diesel,3.0L,1128,196,7.7,284289,Petrol,4,861,Dual Clutch,FWD,2016,13.6
BMW,Taycan,Hybrid,1.2L,448,325,4.7,116206,Hybrid,5,1536,Dual Clutch,AWD,2016,7.2
Honda,A6,Petrol,4.0L,456,232,7.9,201869,Diesel,7,1045,Manual,RWD,2019,7.1
BMW,F-Type,Electric,100 kWh,306,297,10.3,88230,Diesel,5,1569,Automatic,RWD,2019,19.3
Jaguar,Civic,Diesel,82 kWh,685,320,2.8,170002,Electric,2,151,Dual Clutch,AWD,2015,10.9
Land Rover,Corolla,Diesel,82 kWh,352,216,8.5,123138,Diesel,7,473,Dual Clutch,FWD,2016,3.5
Toyota,Defender,Hybrid,4.0L,70,290,5.8,222097,Petrol,2,1030,Dual Clutch,AWD,2016,8.8
Lexus,Tiguan,Hybrid,4.0L,533,377,5.3,227376,Hybrid,4,255,Automatic,AWD,2018,12.9
BYD,Corolla,Diesel,2.0L,1036,370,6.2,77040,Hybrid,7,1213,Single Speed,RWD,2021,8.6
Mercedes,A6,Hybrid,100 kWh,241,157,5.7,123668,Electric,7,778,Single Speed,FWD,2017,3.5
Mercedes,Defender,Diesel,4.0L,1180,212,10.4,213768,Hybrid,7,450,Dual Clutch,FWD,2019,10.6
Peugeot,A6,Diesel,3.0L,912,328,5.1,71815,Petrol,2,168,Dual Clutch,FWD,2023,4.8
Kia,i8,Diesel,82 kWh,759,156,9.5,231741,Diesel,2,1286,Single Speed,FWD,2019,13.5
Peugeot,Model S,Petrol,1.5L,644,158,3.4,127789,Electric,4,1365,Single Speed,RWD,2023,13.5
Ford,RX 500h,Hybrid,82 kWh,234,358,11.5,234478,Hybrid,5,1506,Manual,FWD,2015,3.6
Ford,Defender,Electric,1.2L,452,259,8.4,182644,Electric,5,1175,Dual Clutch,FWD,2023,7.9
Tesla,Mustang,Electric,82 kWh,278,240,9.2,200102,Electric,2,753,Single Speed,FWD,2019,10.0
Kia,E-Class,Hybrid,2.0L,293,173,5.3,259533,Hybrid,7,162,Manual,RWD,2022,12.4
Peugeot,RX 500h,Diesel,100 kWh,72,223,6.4,252469,Electric,5,608,Automatic,RWD,2019,8.0
Mercedes,CX-5,Electric,4.0L,441,335,4.6,248308,Hybrid,5,391,Dual Clutch,FWD,2020,7.9
Chevrolet,i8,Electric,100 kWh,680,341,11.4,175275,Petrol,2,1214,Single Speed,RWD,2022,19.7
Volvo,Ioniq 6,Hybrid,4.0L,185,150,7.1,92088,Hybrid,4,1547,Dual Clutch,AWD,2016,3.7
Jaguar,Corolla,Electric,82 kWh,516,357,8.5,20608,Diesel,2,920,Manual,FWD,2017,19.8
Jaguar,A6,Diesel,1.5L,484,392,9.5,60667,Hybrid,2,1488,Single Speed,RWD,2023,3.8
BMW,Model X,Hybrid,1.5L,1188,361,6.0,70547,Diesel,7,249,Automatic,FWD,2019,7.9
Volvo,Q7,Diesel,2.0L,961,219,9.3,249907,Electric,2,1394,Automatic,FWD,2019,11.4
Kia,RX 500h,Electric,1.2L,1117,146,8.9,72560,Hybrid,7,980,Manual,RWD,2023,5.4
Audi,Taycan,Electric,82 kWh,732,366,9.2,229601,Diesel,4,1239,Automatic,AWD,2024,5.3
Ford,Q7,Diesel,4.0L,1143,155,7.1,174487,Hybrid,7,803,Automatic,FWD,2017,7.4
BMW,RX 500h,Petrol,82 kWh,787,151,6.1,199286,Hybrid,4,615,Automatic,AWD,2018,19.5
Hyundai,RX 500h,Electric,2.0L,1172,380,4.6,295141,Hybrid,4,1364,Automatic,RWD,2021,9.5
Land Rover,Taycan,Petrol,3.0L,1120,160,10.3,136266,Petrol,4,129,Automatic,FWD,2016,12.6
BMW,A6,Electric,3.0L,340,317,8.3,18679,Diesel,2,1266,Automatic,RWD,2022,15.0
Audi,Q7,Petrol,2.0L,631,367,6.7,55308,Petrol,7,425,Automatic,RWD,2019,15.6
Geely,Camry,Petrol,4.0L,873,273,11.5,221096,Petrol,5,1048,Single Speed,RWD,2015,14.7
Toyota,Leaf,Petrol,100 kWh,316,292,3.0,185914,Diesel,2,115,Automatic,RWD,2017,8.7
Chevrolet,Civic,Diesel,2.0L,456,205,10.6,20695,Hybrid,4,210,Single Speed,FWD,2023,4.9
Hyundai,Leaf,Petrol,4.0L,771,276,12.0,241812,Petrol,5,971,Dual Clutch,AWD,2019,7.8
Chevrolet,Passat,Petrol,1.5L,628,231,10.9,73499,Petrol,2,812,Manual,AWD,2022,6.6
BMW,RX 500h,Petrol,2.0L,1042,398,10.2,38382,Petrol,5,206,Automatic,FWD,2015,5.3
Geely,F-Type,Electric,4.0L,1053,242,6.1,291379,Hybrid,4,478,Manual,FWD,2021,3.4
Ford,i8,Petrol,2.0L,421,194,4.7,208295,Petrol,5,261,Automatic,AWD,2021,18.9
Porsche,RX 500h,Electric,2.0L,822,396,9.5,148438,Electric,5,382,Single Speed,AWD,2022,18.7
Jaguar,Camry,Petrol,100 kWh,850,240,5.4,173539,Diesel,4,368,Automatic,FWD,2017,3.9
Audi,Model S,Petrol,100 kWh,1094,337,4.2,21764,Electric,5,583,Dual Clutch,RWD,2015,5.9
Porsche,F-Type,Diesel,4.0L,615,365,10.0,236968,Hybrid,2,766,Manual,FWD,2023,5.4
Suzuki,X5,Electric,4.0L,148,376,5.5,128831,Petrol,5,1196,Manual,AWD,2015,7.8
Volvo,Taycan,Petrol,1.2L,403,165,11.2,76836,Diesel,7,1320,Dual Clutch,RWD,2020,6.5
Suzuki,Elantra,Electric,2.0L,958,260,10.5,270033,Petrol,2,1366,Single Speed,AWD,2023,19.1
Jaguar,Civic,Electric,3.0L,1191,321,10.6,31292,Hybrid,5,697,Single Speed,RWD,2016,4.4
Mercedes,Sportage,Hybrid,2.0L,1175,338,9.8,298083,Diesel,7,898,Dual Clutch,AWD,2018,6.6
Hyundai,F-Type,Diesel,2.0L,571,394,10.9,258772,Electric,7,1382,Manual,RWD,2016,4.4
Jaguar,Mustang,Diesel,4.0L,834,261,10.2,33800,Diesel,7,897,Automatic,FWD,2018,19.7
Audi,CX-5,Diesel,2.0L,990,170,8.2,71440,Petrol,5,1272,Single Speed,FWD,2016,18.6
Mazda,RX 500h,Hybrid,82 kWh,619,245,5.3,142521,Diesel,4,489,Automatic,RWD,2015,15.2
Porsche,CX-5,Hybrid,2.0L,83,363,10.9,136327,Hybrid,7,515,Manual,RWD,2017,10.2
Toyota,Q7,Diesel,82 kWh,461,371,10.5,64648,Hybrid,4,525,Automatic,FWD,2022,6.2
Peugeot,Leaf,Hybrid,100 kWh,379,395,7.0,271160,Diesel,2,1096,Dual Clutch,FWD,2019,6.8
Peugeot,Sportage,Hybrid,3.0L,455,163,2.9,184573,Hybrid,4,1340,Single Speed,RWD,2018,10.5
Audi,Leaf,Hybrid,4.0L,1043,248,8.6,72207,Hybrid,4,966,Single Speed,RWD,2019,16.1
Audi,Ioniq 6,Diesel,2.0L,1187,330,3.0,77157,Hybrid,4,185,Dual Clutch,FWD,2020,7.5
Volkswagen,Sportage,Diesel,82 kWh,1186,164,11.3,149288,Electric,4,1339,Dual Clutch,AWD,2020,8.3
Hyundai,Sportage,Diesel,82 kWh,409,326,11.6,168144,Petrol,4,522,Single Speed,FWD,2019,13.2
Volvo,Model X,Hybrid,100 kWh,666,255,4.3,108778,Hybrid,2,1443,Single Speed,RWD,2020,7.0
Volkswagen,Model S,Diesel,82 kWh,826,176,8.9,145016,Diesel,2,217,Single Speed,RWD,2023,12.9
Chevrolet,X5,Hybrid,1.5L,1115,276,3.4,139288,Hybrid,4,1058,Manual,AWD,2019,9.6
Mercedes,Model X,Petrol,1.2L,360,366,9.4,183204,Electric,4,981,Manual,FWD,2020,3.6
Ford,CX-5,Hybrid,3.0L,375,321,5.8,125573,Diesel,7,1091,Manual,RWD,2018,9.8
Ford,Taycan,Electric,100 kWh,703,225,9.0,135730,Petrol,2,514,Automatic,FWD,2017,18.6
Mercedes,Elantra,Diesel,100 kWh,694,192,6.0,79186,Diesel,5,698,Manual,RWD,2020,8.0
Land Rover,RX 500h,Diesel,2.0L,1008,374,3.9,282104,Diesel,2,139,Single Speed,AWD,2019,8.5
Jaguar,Passat,Electric,1.5L,917,239,6.4,33781,Diesel,5,1284,Manual,FWD,2018,4.1
Lexus,i8,Hybrid,2.0L,511,226,3.6,252677,Diesel,7,802,Single Speed,FWD,2019,13.5
Volkswagen,Model S,Petrol,2.0L,572,154,8.0,272506,Hybrid,4,636,Dual Clutch,AWD,2021,17.4
Mazda,Elantra,Electric,4.0L,199,240,2.9,46126,Petrol,7,519,Automatic,RWD,2015,9.0
Porsche,Defender,Electric,4.0L,666,304,7.5,253217,Hybrid,4,763,Automatic,RWD,2015,7.1
Mercedes,Elantra,Hybrid,4.0L,931,168,10.9,295027,Electric,2,194,Dual Clutch,FWD,2015,19.3
Renault,Leaf,Diesel,1.5L,662,253,10.5,44782,Electric,4,1565,Single Speed,AWD,2016,15.7
BMW,E-Class,Hybrid,2.0L,1068,246,10.9,163051,Diesel,5,1072,Automatic,FWD,2023,12.6
Jaguar,Leaf,Electric,1.2L,394,269,11.3,276161,Hybrid,5,749,Manual,FWD,2019,8.2
Mercedes,i8,Electric,3.0L,1162,223,3.5,81266,Hybrid,7,1589,Single Speed,RWD,2023,6.8
Volkswagen,Ioniq 6,Diesel,4.0L,517,383,3.7,15056,Petrol,2,387,Automatic,RWD,2019,15.2
Mazda,Q7,Diesel,4.0L,888,353,7.8,147773,Petrol,5,511,Dual Clutch,RWD,2021,11.9
Mazda,Chiron,Diesel,100 kWh,778,305,11.0,202453,Petrol,7,499,Single Speed,RWD,2020,11.9
Audi,A6,Hybrid,2.0L,334,198,11.8,196510,Hybrid,2,627,Automatic,RWD,2016,4.3
Ferrari,Focus,Diesel,2.0L,681,229,2.9,95636,Petrol,2,1141,Dual Clutch,AWD,2017,11.7
Audi,Model X,Electric,1.5L,901,333,5.9,81483,Petrol,7,235,Single Speed,FWD,2019,17.0
Hyundai,i8,Electric,1.5L,743,262,4.5,35505,Petrol,5,1587,Manual,AWD,2018,19.1
Suzuki,A6,Petrol,4.0L,226,275,9.7,48525,Diesel,5,858,Single Speed,FWD,2020,4.8
Hyundai,Elantra,Hybrid,2.0L,320,278,8.6,226474,Electric,7,1371,Manual,RWD,2022,13.7
Mercedes,Q7,Petrol,1.2L,947,368,3.6,111008,Electric,5,942,Single Speed,AWD,2022,12.7
Chevrolet,Elantra,Electric,3.0L,599,189,7.1,59348,Hybrid,7,809,Dual Clutch,FWD,2017,18.1
Honda,i8,Petrol,2.0L,396,257,9.0,217259,Hybrid,5,1124,Manual,RWD,2018,15.8
Nissan,Passat,Electric,100 kWh,1030,341,9.9,284417,Diesel,5,480,Manual,RWD,2015,19.4
Geely,Model X,Petrol,2.0L,964,330,2.7,221641,Electric,7,608,Single Speed,AWD,2016,19.3
Peugeot,Q7,Diesel,82 kWh,166,320,11.0,149607,Petrol,7,1583,Automatic,AWD,2023,6.8
Lexus,Chiron,Petrol,1.5L,582,217,7.9,229096,Petrol,5,905,Manual,AWD,2024,15.3
Mercedes,Ioniq 6,Diesel,100 kWh,285,214,10.2,122157,Hybrid,7,575,Single Speed,RWD,2024,12.0
Nissan,Civic,Diesel,3.0L,194,160,10.2,15908,Electric,5,1053,Dual Clutch,FWD,2016,6.6
Geely,Ioniq 6,Hybrid,4.0L,1175,310,4.3,267299,Hybrid,4,948,Single Speed,FWD,2020,6.3
Volkswagen,Leaf,Diesel,100 kWh,128,154,3.5,216225,Hybrid,2,996,Single Speed,AWD,2021,4.4
Land Rover,A6,Diesel,2.0L,230,350,9.4,123352,Petrol,2,131,Manual,FWD,2020,16.5
BMW,F-Type,Petrol,4.0L,353,187,4.0,110967,Petrol,5,217,Automatic,RWD,2022,8.5
Lexus,RX 500h,Electric,2.0L,175,225,10.6,50079,Electric,2,1307,Dual Clutch,FWD,2023,17.6
Hyundai,Elantra,Hybrid,4.0L,1198,288,9.4,227628,Hybrid,5,290,Manual,RWD,2022,13.3
BYD,Tiguan,Diesel,3.0L,297,327,10.5,126889,Diesel,7,173,Manual,AWD,2019,14.5
Lexus,Camry,Hybrid,1.5L,387,290,5.3,277063,Electric,4,722,Manual,FWD,2022,8.0
Audi,Passat,Petrol,3.0L,871,280,5.5,61105,Hybrid,2,1226,Dual Clutch,RWD,2024,10.8
Geely,F-Type,Diesel,82 kWh,943,208,8.9,147957,Electric,2,970,Automatic,AWD,2024,10.0
Land Rover,E-Class,Petrol,1.2L,541,399,2.8,16049,Electric,7,685,Dual Clutch,AWD,2023,7.0
BMW,Chiron,Hybrid,1.5L,1149,148,9.4,68281,Electric,4,519,Dual Clutch,AWD,2022,17.2
Geely,Corolla,Petrol,3.0L,694,260,10.4,81697,Diesel,4,572,Automatic,AWD,2016,13.6
Land Rover,Chiron,Hybrid,82 kWh,82,240,6.4,51534,Diesel,4,213,Dual Clutch,FWD,2016,3.6
Peugeot,Chiron,Petrol,1.2L,1111,288,9.8,108034,Petrol,7,1502,Single Speed,RWD,2017,16.9
Mercedes,Passat,Hybrid,82 kWh,763,285,4.2,73097,Petrol,2,1436,Dual Clutch,FWD,2021,4.8
Jaguar,A6,Electric,2.0L,1042,382,5.6,199885,Hybrid,2,429,Manual,RWD,2023,9.9
BYD,A6,Petrol,2.0L,182,380,11.8,42278,Electric,4,438,Dual Clutch,AWD,2022,12.7
Jaguar,Defender,Petrol,4.0L,298,182,11.9,154344,Hybrid,7,337,Manual,FWD,2023,3.1
Nissan,Elantra,Electric,1.5L,240,234,7.4,88277,Petrol,7,1296,Dual Clutch,AWD,2020,14.1
BYD,CX-5,Electric,2.0L,364,365,11.4,19694,Diesel,7,178,Manual,RWD,2015,14.2
Nissan,Mustang,Petrol,100 kWh,258,145,7.5,73150,Petrol,4,563,Manual,AWD,2018,14.1
Chevrolet,E-Class,Electric,82 kWh,495,353,5.3,82470,Hybrid,7,704,Manual,FWD,2020,5.8
Volvo,X5,Diesel,1.5L,1046,345,5.0,36556,Petrol,4,661,Automatic,FWD,2020,7.3
BYD,Leaf,Hybrid,100 kWh,1172,206,11.3,210543,Hybrid,4,384,Dual Clutch,RWD,2022,7.2
Nissan,Elantra,Hybrid,2.0L,727,239,4.1,64086,Hybrid,4,322,Dual Clutch,RWD,2015,19.3
Tesla,Elantra,Hybrid,4.0L,988,151,8.0,164979,Hybrid,5,692,Single Speed,FWD,2016,4.1
Volvo,Sportage,Diesel,3.0L,568,376,7.8,263399,Hybrid,4,1389,Single Speed,FWD,2016,10.3
Volkswagen,Model S,Electric,4.0L,831,397,9.5,194559,Petrol,7,472,Single Speed,FWD,2020,17.8
Ford,E-Class,Electric,100 kWh,935,274,7.2,114468,Hybrid,5,1356,Dual Clutch,FWD,2021,16.1
Toyota,Taycan,Petrol,1.2L,895,361,5.1,83602,Hybrid,2,1010,Automatic,RWD,2016,17.0
Kia,Civic,Electric,2.0L,140,295,4.1,17460,Electric,2,927,Manual,FWD,2019,19.5
Renault,Leaf,Petrol,100 kWh,317,281,8.4,87356,Hybrid,7,335,Dual Clutch,RWD,2020,9.6
Toyota,Camry,Diesel,1.2L,215,297,9.3,274925,Petrol,7,770,Automatic,FWD,2018,8.3
